group,6,7,8,9,10,11,12
long_vp_coord,0.45962732919254656,0.5538461538461539,0.6893424036281179,0.7122641509433962,0.6141414141414142,0.5354058721934369,0.611439842209073
obj_rel_across,0.23375791075863173,0.42960959945918537,0.5803273601737646,0.6623142341723219,0.639928481449876,0.5175765163245807,0.6376975625530539
obj_rel_no_comp_across,0.20078765575569762,0.324686020177064,0.5036870209597152,0.5628865979381444,0.5650955226082466,0.5037537291413959,0.5438729471214582
obj_rel_no_comp_within,0.4898096888466316,0.5296802200772814,0.5860884499785315,0.6825518563709256,0.6597399903187885,0.6606183916480437,0.7203511876876094
obj_rel_within,0.4820876650744591,0.563666800101896,0.6401509653070111,0.7462341522485001,0.7340454081906499,0.7043766040794273,0.7992626728110599
prep,0.5950677839089856,0.6295387095592276,0.6562218214607755,0.6759309437175814,0.6924442690866048,0.7034961087140611,0.7462293410375154
sent_comp,0.5869565217391305,0.5905750108084737,0.6483565961278703,0.6657394529439036,0.631578947368421,0.5897330595482546,0.6812351543942994
simple,0.6703910614525139,0.7058823529411764,0.6976744186046512,0.6936416184971099,0.7228915662650602,0.7361963190184049,0.8275862068965517
subj_rel,0.22067393781539965,0.2511095830468213,0.380262600592969,0.5443373493975904,0.5885007090369988,0.37674379751065074,0.6075982647561456
vp_coord,0.47473784556720683,0.5829228243021347,0.7982261640798227,0.5585725368502715,0.7547169811320755,0.7294832826747721,0.8325581395348838
