group,6,7,8,9,10,11,12
long_vp_coord,0.4055700609225414,0.4247948951686417,0.5469293163383545,0.7161676646706587,0.6235662148070906,0.5574977000919964,0.7365853658536585
obj_rel_across,0.27607659598755746,0.47037436035550767,0.5934013954038393,0.6672677314099261,0.6092086996760759,0.5663186038949308,0.7689356679126501
obj_rel_no_comp_across,0.215427973610607,0.3656302204020046,0.5158002038735984,0.598761958356781,0.5330456269794313,0.5129453119718786,0.646690870915533
obj_rel_no_comp_within,0.46635769895532203,0.5063498155966825,0.5469405869191368,0.6363800904977375,0.6431106154314103,0.6438891257995736,0.7131725272143472
obj_rel_within,0.4619662290312483,0.5097559619767635,0.5632726369490035,0.6682138913324224,0.7208112874779542,0.7248822605965464,0.8107223245344793
prep,0.606656998826048,0.6561952020296236,0.6637624062428973,0.6861428515333569,0.689010989010989,0.7048490245284547,0.8027923211169284
sent_comp,0.6144578313253012,0.6410488245931284,0.6700838769804286,0.7012732615083251,0.6679035250463822,0.6500679040289724,0.6970141948115518
simple,0.6703910614525139,0.6741573033707865,0.6896551724137931,0.7185628742514969,0.7272727272727273,0.7361963190184049,0.8450704225352113
subj_rel,0.24212917883803958,0.25794403604458144,0.47620536877769093,0.6054276972196355,0.45813871729194916,0.4603386351975372,0.8510598561957231
vp_coord,0.4050420168067227,0.5088841506751955,0.5977796754910334,0.5433962264150943,0.7515657620041754,0.794701986754967,0.8790123456790123
