group,6,7,8,9,10,11,12
long_vp_coord,0.406282722513089,0.5908607863974495,0.6610169491525423,0.7756160830090791,0.6741573033707865,0.6149131767109295,0.686936936936937
obj_rel_across,0.3016570848833277,0.5361566120655213,0.6505412267807029,0.713829593139938,0.7541077569736339,0.6708531831961888,0.7691235059760957
obj_rel_no_comp_across,0.24774416437484376,0.42443083686606997,0.5607811228641172,0.661615276804485,0.6492765957446809,0.6066005264223526,0.6663928441036874
obj_rel_no_comp_within,0.42672820046150345,0.46016002359794994,0.498966777936735,0.560201731395441,0.5811888932342589,0.5824686660259303,0.7175327966909304
obj_rel_within,0.4065736776688303,0.4098852150077094,0.5176832609703663,0.5471898648074145,0.6667222060232432,0.6719733582422939,0.8066912177766682
prep,0.593721426394392,0.6633397603115194,0.6587554921326373,0.6831988146761806,0.6973935155753337,0.7093161100437396,0.8089151400489133
sent_comp,0.6554878048780488,0.6805825242718446,0.6835322195704057,0.7066929133858266,0.683111954459203,0.7002444987775062,0.7360824742268042
simple,0.6741573033707865,0.7272727272727273,0.7058823529411764,0.7100591715976332,0.7692307692307693,0.7792207792207793,0.8759124087591241
subj_rel,0.2528128504757426,0.30694183864915575,0.4667113609406426,0.6804138950480414,0.6158126908720734,0.5175699821322215,0.6944900351699882
vp_coord,0.40932117527862205,0.6115555555555555,0.839657282741738,0.7051909892262488,0.8551068883610451,0.8944723618090452,0.8936170212765958
